DATE,YEAR,MONTH,MUNICIPALITY,BARANGAY,POPULATION_EST,TEMPERATURE_C_EST,HUMIDITY_PCT_EST,RAINFALL_MM_EST,TERRAIN_SLOPE_DEG,ELEVATION_M,WIND_SPEED_MS_EST,DENGUE_CASES_BARANGAY_EST,DENGUE_CASES_MUNICIPAL_EST,BARANGAY_POPULATION_SHARE,DATA_STATUS,METHOD_NOTE
2014-01-01,2014,1,BANGA,BENITEZ,8340.0,25.6,80.0,164.82444733420024,10.8,384.2,3.2,0.4280294568863502,9.02428771602055,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-02-01,2014,2,BANGA,BENITEZ,8350.0,25.608333333333334,80.08333333333333,164.40182054616383,10.8,384.2,3.191666666666667,0.45009812192965115,9.489568737350146,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-03-01,2014,3,BANGA,BENITEZ,8360.0,25.616666666666667,80.16666666666667,163.9791937581274,10.8,384.2,3.1833333333333336,0.4721667869729523,9.954849758679744,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-04-01,2014,4,BANGA,BENITEZ,8370.0,25.625,80.25,163.556566970091,10.8,384.2,3.1750000000000003,0.4942354520162532,10.42013078000934,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-05-01,2014,5,BANGA,BENITEZ,8380.0,25.633333333333333,80.33333333333333,163.1339401820546,10.8,384.2,3.166666666666667,0.5163041170595543,10.885411801338936,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-06-01,2014,6,BANGA,BENITEZ,8390.0,25.641666666666666,80.41666666666667,162.71131339401816,10.8,384.2,3.1583333333333337,0.5383727821028553,11.350692822668533,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-07-01,2014,7,BANGA,BENITEZ,8400.0,25.65,80.5,162.28868660598178,10.8,384.2,3.1500000000000004,0.5604414471461564,11.815973843998131,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-08-01,2014,8,BANGA,BENITEZ,8410.0,25.658333333333335,80.58333333333333,161.86605981794537,10.8,384.2,3.1416666666666666,0.5825101121894574,12.281254865327726,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-09-01,2014,9,BANGA,BENITEZ,8420.0,25.666666666666668,80.66666666666667,161.44343302990893,10.8,384.2,3.1333333333333333,0.6045787772327583,12.746535886657323,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-10-01,2014,10,BANGA,BENITEZ,8430.0,25.675,80.75,161.02080624187255,10.8,384.2,3.125,0.6266474422760595,13.211816907986922,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-11-01,2014,11,BANGA,BENITEZ,8440.0,25.683333333333334,80.83333333333333,160.59817945383614,10.8,384.2,3.1166666666666667,0.6487161073193606,13.677097929316519,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2014-12-01,2014,12,BANGA,BENITEZ,8450.0,25.691666666666666,80.91666666666667,160.1755526657997,10.8,384.2,3.1083333333333334,0.6707847723626614,14.142378950646114,0.04743083003952569,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-01-01,2015,1,BANGA,BENITEZ,8460.0,25.7,81.0,152.68647146826245,10.8,384.2,3.1,0.5626837923025291,11.862917398945518,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-02-01,2015,2,BANGA,BENITEZ,8471.666666666666,25.791666666666664,80.91666666666667,153.5616584740329,10.8,384.2,3.1166666666666667,0.6220781926011294,13.11511423550088,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-03-01,2015,3,BANGA,BENITEZ,8483.333333333334,25.883333333333333,80.83333333333333,154.43684547980337,10.8,384.2,3.1333333333333333,0.6814725928997295,14.367311072056237,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-04-01,2015,4,BANGA,BENITEZ,8495.0,25.975,80.75,155.31203248557384,10.8,384.2,3.15,0.7408669931983299,15.619507908611599,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-05-01,2015,5,BANGA,BENITEZ,8506.666666666666,26.066666666666666,80.66666666666667,156.1872194913443,10.8,384.2,3.1666666666666665,0.8002613934969302,16.87170474516696,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-06-01,2015,6,BANGA,BENITEZ,8518.333333333334,26.15833333333333,80.58333333333333,157.06240649711475,10.8,384.2,3.183333333333333,0.8596557937955306,18.123901581722322,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-07-01,2015,7,BANGA,BENITEZ,8530.0,26.25,80.5,157.93759350288525,10.8,384.2,3.2,0.9190501940941307,19.376098418277678,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
2015-08-01,2015,8,BANGA,BENITEZ,8541.666666666666,26.34166666666667,80.41666666666667,158.8127805086557,10.8,384.2,3.216666666666667,0.9784445943927311,20.62829525483304,0.047432159677057634,SYNTHETIC_INTERPOLATED,Annual municipality dengue smoothed monthly; barangay value allocated by annual population share
