NODE_ID,PSGC,MUNICIPALITY,BARANGAY,CALIBRATION_FACTOR,ANNUAL_GROWTH_RATE,HISTORICAL_MONTHLY_MEAN,HISTORICAL_MONTHLY_STD,OUTBREAK_CASE_THRESHOLD
0,1206302002,Banga,Benitez,1.019640125565825,0.03,1.2845558528911636,0.750294973703693,3.0
1,1206302003,Banga,Cabudian,1.019640125565825,0.03,1.1083061806688659,0.6475871420327922,3.0
2,1206302004,Banga,Cabuling,1.019640125565825,0.03,1.068916680628349,0.6240909248073306,3.0
3,1206302005,Banga,Cinco,1.019640125565825,0.03,1.3439251157478862,0.7844381089919966,3.0
4,1206302006,Banga,Derilon,1.019640125565825,0.03,0.8989400695654436,0.5246432196399337,2.0
5,1206302007,Banga,El Nonok,1.019640125565825,0.03,1.1428002139043447,0.6674445673947301,3.0
6,1206302008,Banga,Improgo Village,1.019640125565825,0.03,0.9649535904577085,0.5633209244255539,2.0
7,1206302009,Banga,Kusan,1.019640125565825,0.03,0.8823565831512806,0.5151332040457633,2.0
8,1206302010,Banga,Lam-Apos,1.019640125565825,0.03,1.0606249374212675,0.6193370596229882,3.0
9,1206302011,Banga,Lamba,1.019640125565825,0.03,1.3732449203424983,0.8016404095575316,3.0
10,1206302012,Banga,Lambingi,1.019640125565825,0.03,1.1193618382783077,0.6539232038025483,3.0
11,1206302013,Banga,Lampari,1.019640125565825,0.03,1.0008844776883947,0.5839351115905524,2.0
12,1206302014,Banga,Liwanay,1.019640125565825,0.03,1.2074866743894566,0.7052771613051095,3.0
13,1206302015,Banga,Malaya,1.019640125565825,0.03,1.2475419528824312,0.7286284796434006,3.0
14,1206302016,Banga,Punong Grande,1.019640125565825,0.03,1.4088396714499543,0.8222315602821653,3.0
15,1206302017,Banga,Rang-ay,1.019640125565825,0.03,1.2911390735710018,0.753653743484838,3.0
16,1206302018,Banga,Reyes,1.019640125565825,0.03,1.1009608032143317,0.6428219662912019,3.0
17,1206302019,Banga,Rizal,1.019640125565825,0.03,1.447384360857431,0.8448497874598067,3.0
18,1206302020,Banga,Rizal Poblacion,1.019640125565825,0.03,1.5738622187190738,0.9186983654728624,3.0
19,1206302021,Banga,San Jose,1.019640125565825,0.03,1.3416803495377512,0.7832212429952414,3.0
20,1206302022,Banga,San Vicente,1.019640125565825,0.03,1.3974628843940995,0.8157822950592102,3.0
21,1206302024,Banga,Yangco Poblacion,1.019640125565825,0.03,1.7208826613500685,1.0044920594100357,4.0
49,1206319001,Lake Sebu,Bacdulong,1.0264380461696627,0.03,0.715173433546811,0.5793643459318227,2.0
50,1206319002,Lake Sebu,Denlag,1.0264380461696627,0.03,0.8839840309604562,0.7123087857786737,2.0
51,1206319003,Lake Sebu,Halilan,1.0264380461696627,0.03,0.5801545609354267,0.4702455276159399,2.0
52,1206319004,Lake Sebu,Hanoon,1.0264380461696627,0.03,0.6312569346508344,0.5105380792674847,2.0
54,1206319006,Lake Sebu,Lake Lahit,1.0264380461696627,0.03,0.6414357384360113,0.5189270281405568,2.0
55,1206319007,Lake Sebu,Lamcade,1.0264380461696627,0.03,0.6645043349137654,0.5362414689093038,2.0
56,1206319008,Lake Sebu,Lamdalag,1.0264380461696627,0.03,0.8636963801166861,0.6942577167672432,2.0
57,1206319009,Lake Sebu,Lamfugon,1.0264380461696627,0.03,0.6800379279750735,0.5447925122010784,2.0
58,1206319010,Lake Sebu,Lamlahak,1.0264380461696627,0.03,0.5913024874202115,0.48017820004808737,2.0
59,1206319011,Lake Sebu,Lower Maculan,1.0264380461696627,0.03,0.6938809321169503,0.5615813050925517,2.0
60,1206319012,Lake Sebu,Luhib,1.0264380461696627,0.03,0.5624820981007738,0.4562146199380364,2.0
61,1206319013,Lake Sebu,Ned,1.0264380461696627,0.03,1.6693376148618422,1.2897113508349656,4.0
62,1206319014,Lake Sebu,Poblacion,1.0264380461696627,0.03,0.7893376441595549,0.6049522870024135,2.0
63,1206319015,Lake Sebu,Siluton,1.0264380461696627,0.03,0.819458520722932,0.6594114663038969,2.0
64,1206319016,Lake Sebu,Talisay,1.0264380461696627,0.03,0.7439754613029625,0.6049257545519697,2.0
65,1206319017,Lake Sebu,Takunel,1.0264380461696627,0.03,0.5912321829069304,0.479189249090644,2.0
66,1206319018,Lake Sebu,Upper Maculan,1.0264380461696627,0.03,0.785244584362748,0.6378539047749676,2.0
67,1206319019,Lake Sebu,Tasiman,1.0264380461696627,0.03,0.723521698259659,0.5879208241140381,2.0
68,1206311002,Norala,Dumaguil,1.0487049885463129,0.013515972871438737,1.0929012033553192,0.9260036821901008,3.0
69,1206311003,Norala,Esperanza,1.0487049885463129,0.013289851608078702,1.232674908580145,1.0445989325839338,3.0
70,1206311006,Norala,Kibid,1.0487049885463129,0.013465668874003514,1.0298039442492473,0.8725625520159783,3.0
71,1206311007,Norala,Lapuz,1.0487049885463129,0.01348668199296693,1.1408602191079886,0.9666564285145854,3.0
72,1206311008,Norala,Liberty,1.0487049885463129,0.013972074210332601,0.9955198735242384,0.8430878067148512,3.0
73,1206311009,Norala,Lopez Jaena,1.0487049885463129,0.013323656388211952,1.2271079782615297,1.0398587092442837,3.0
74,1206311011,Norala,Matapol,1.0487049885463129,0.013294189758611977,1.2612214144497804,1.0687845498944282,3.0
75,1206311013,Norala,Poblacion,1.0487049885463129,0.012972315259161642,1.7172663304301683,1.4553804439586506,4.0
76,1206311014,Norala,Puti,1.0487049885463129,0.013603001632565217,1.0526341939171164,0.891850367368204,3.0
77,1206311016,Norala,San Jose,1.0487049885463129,0.013374222963856685,1.2041147602573323,1.0203426204021062,3.0
78,1206311017,Norala,San Miguel,1.0487049885463129,0.013321115116405739,1.3332946061334103,1.1298040347058127,4.0
79,1206311020,Norala,Simsiman,1.0487049885463129,0.013415078243302108,1.1740773498018593,0.9948617451919877,3.0
80,1206311021,Norala,Tinago,1.0487049885463129,0.013830060551956524,0.9430311519854233,0.7987969567201595,3.0
81,1206311022,Norala,"Benigno Aquino, Jr.",1.0487049885463129,0.01334090121980872,1.151047621501998,0.975393058902949,3.0
82,1206312001,Polomolok,Bentung,1.0372988603631554,0.03,1.068818119478773,0.5100548968286138,2.0
83,1206312002,Polomolok,Crossing Palkan,1.0372988603631554,0.03,1.5661804288468035,0.7499670639633201,3.0
84,1206312003,Polomolok,Glamang,1.0372988603631554,0.03,2.040616382298006,0.9690341124749766,4.0
85,1206312004,Polomolok,Kinilis,1.0372988603631554,0.03,1.4407814936993575,0.6950672021721108,3.0
86,1206312005,Polomolok,Klinan 6,1.0372988603631554,0.03,1.4537342798613229,0.696822863073395,3.0
87,1206312006,Polomolok,Koronadal Proper,1.0372988603631554,0.03,1.3156516454716554,0.6310649682242248,3.0
88,1206312007,Polomolok,Lam-Caliaf,1.0372988603631554,0.03,1.5869492664105347,0.7629202604202943,3.0
89,1206312008,Polomolok,Landan,1.0372988603631554,0.03,1.5082247411507501,0.7245109130165448,3.0
90,1206312009,Polomolok,Lumakil,1.0372988603631554,0.03,1.284391800018561,0.6111332400089438,3.0
91,1206312011,Polomolok,Maligo,1.0372988603631554,0.03,1.1278213656145029,0.5366769267610013,2.0
92,1206312013,Polomolok,Palkan,1.0372988603631554,0.03,2.0419815323915977,0.9767424952004161,4.0
93,1206312014,Polomolok,Poblacion,1.0372988603631554,0.03,5.968199248575469,2.8563632020960834,11.0
94,1206312015,Polomolok,Polo,1.0372988603631554,0.03,1.2144810511552877,0.5850826976360722,3.0
95,1206312016,Polomolok,Magsaysay,1.0372988603631554,0.03,1.7074356470952001,0.8211810990806605,3.0
96,1206312017,Polomolok,Rubber,1.0372988603631554,0.03,2.1341086774071223,1.0188833525185217,4.0
97,1206312018,Polomolok,Silway 7,1.0372988603631554,0.03,1.4982454719343672,0.720435113986225,3.0
98,1206312019,Polomolok,Silway 8,1.0372988603631554,0.03,1.3845380509233705,0.6664665370933113,3.0
99,1206312020,Polomolok,Sulit,1.0372988603631554,0.03,1.2513230643741586,0.6003635519371251,3.0
100,1206312021,Polomolok,Sumbakil,1.0372988603631554,0.03,0.9132768833141515,0.43924794878679513,2.0
101,1206312022,Polomolok,Upper Klinan,1.0372988603631554,0.03,1.7365811262275619,0.8344497384691615,3.0
102,1206312023,Polomolok,Lapu,1.0372988603631554,0.03,0.9751062058964565,0.4650997928774204,2.0
103,1206312024,Polomolok,Cannery Site,1.0372988603631554,0.03,4.560865543646,2.175828417112202,8.0
104,1206312025,Polomolok,Pagalungan,1.0372988603631554,0.03,1.8804101964312143,0.9043805294142602,4.0
105,1206318001,Santo Niño,Ambalgan,1.0270064262775187,0.009232156708198113,0.9634107725460205,0.6721694698618991,2.0
106,1206318002,Santo Niño,Guinsang-an,1.0270064262775187,0.009629171608354494,1.030414883264097,0.71913517986128,3.0
107,1206318003,Santo Niño,Katipunan,1.0270064262775187,0.009164160475586366,1.3071722404615456,0.9123205035662223,3.0
108,1206318004,Santo Niño,Manuel Roxas,1.0270064262775187,0.009471602489892579,1.2001612633096752,0.8376631834079042,3.0
109,1206318005,Santo Niño,Panay,1.0270064262775187,0.008795639669314691,1.400305951813363,0.9772977260846085,3.0
110,1206318006,Santo Niño,Poblacion,1.0270064262775187,0.008131564697666216,1.6473365476274031,1.149528823166337,4.0
111,1206318007,Santo Niño,San Isidro,1.0270064262775187,0.009368718466643703,1.1635871422441577,0.8120122730574828,3.0
112,1206318008,Santo Niño,San Vicente,1.0270064262775187,0.00960444783737935,1.2153344400437753,0.8483434510680222,3.0
113,1206318009,Santo Niño,Teresita,1.0270064262775187,0.009435261648941748,1.2892381279222584,0.8999086000298275,3.0
114,1206318010,Santo Niño,Sajaneba,1.0270064262775187,0.010669825492402042,0.8316497418788159,0.580467991014667,2.0
115,1206313002,Surallah,Buenavista,1.0342798813382217,0.03,1.6915444190260303,1.0102564247000372,4.0
116,1206313003,Surallah,Centrala,1.0342798813382217,0.03,2.5056633690004295,1.496546159659106,6.0
117,1206313004,Surallah,Colongulo,1.0342798813382217,0.03,2.139243623657875,1.2775904965141032,5.0
118,1206313005,Surallah,Dajay,1.0342798813382217,0.03,1.8024741317944217,1.0770122876245116,4.0
119,1206313006,Surallah,Duengas,1.0342798813382217,0.03,1.986444844843152,1.1867378961613255,4.0
120,1206313008,Surallah,Canahay,1.0342798813382217,0.03,2.0303170042040413,1.2126084903648755,5.0
121,1206313014,Surallah,Lambontong,1.0342798813382217,0.03,1.5619784514497503,0.9328890301537898,4.0
122,1206313017,Surallah,Lamian,1.0342798813382217,0.03,1.6425115119651703,0.9815045983261079,4.0
123,1206313018,Surallah,Lamsugod,1.0342798813382217,0.03,2.1186996656591157,1.2654556283831604,5.0
124,1206313019,Surallah,Libertad,1.0342798813382217,0.03,2.8090975150263797,1.677568443616577,6.0
125,1206313020,Surallah,Little Baguio,1.0342798813382217,0.03,2.4181521263411927,1.4441540132836352,5.0
126,1206313023,Surallah,Moloy,1.0342798813382217,0.03,2.33311430641347,1.3935280426456127,5.0
127,1206313024,Surallah,Naci,1.0342798813382217,0.03,1.9415604322753042,1.1594857277622042,4.0
128,1206313028,Surallah,Talahik,1.0342798813382217,0.03,1.8896942413887057,1.1285961769810153,4.0
129,1206313030,Surallah,Tubiala,1.0342798813382217,0.03,1.8372147396123009,1.0975696650013749,4.0
130,1206313031,Surallah,Upper Sepaka,1.0342798813382217,0.03,1.786865595308651,1.0673788302125533,4.0
131,1206313032,Surallah,Veterans,1.0342798813382217,0.03,2.2623684664784545,1.3512619574232445,5.0
132,1206316001,T'Boli,Basag,0.9940997253976521,0.03,0.8365403698225861,0.5455973002119804,2.0
133,1206316002,T'Boli,Edwards,0.9940997253976521,0.03,1.4882101327763158,0.9700075429296966,3.0
134,1206316004,T'Boli,Kematu,0.9940997253976521,0.03,0.951593164477129,0.620306585406391,2.0
135,1206316005,T'Boli,Laconon,0.9940997253976521,0.03,0.756131533527096,0.4933582455976796,2.0
136,1206316008,T'Boli,Lamsalome,0.9940997253976521,0.03,0.9100642530544819,0.593309475370584,2.0
137,1206316011,T'Boli,New Dumangas,0.9940997253976521,0.03,0.8096021901462537,0.5280365769255015,2.0
138,1206316012,T'Boli,Sinolon,0.9940997253976521,0.03,0.9418135453057808,0.6141083778813601,2.0
139,1206316014,T'Boli,Lambangan,0.9940997253976521,0.03,1.036314558707183,0.6754706133331688,3.0
140,1206316016,T'Boli,Maan,0.9940997253976521,0.03,0.9089603159315541,0.5927256343925164,2.0
141,1206316017,T'Boli,Afus,0.9940997253976521,0.03,0.6918012600400059,0.45131236396143626,2.0
142,1206316018,T'Boli,Lambuling,0.9940997253976521,0.03,0.8675798423733357,0.5656742298067015,2.0
143,1206316019,T'Boli,Lamhako,0.9940997253976521,0.03,0.7277850693681482,0.4748143330696446,2.0
144,1206316020,T'Boli,Poblacion,0.9940997253976521,0.03,1.6548745047862752,1.0786532571932466,4.0
145,1206316021,T'Boli,Talcon,0.9940997253976521,0.03,0.7408434325711677,0.48333948903055624,2.0
146,1206316022,T'Boli,Talufo,0.9940997253976521,0.03,0.636685999513823,0.41560311055854965,2.0
147,1206316023,T'Boli,Tudok,0.9940997253976521,0.03,0.8263790845300293,0.5389350385831951,2.0
148,1206316024,T'Boli,Aflek,0.9940997253976521,0.03,0.7512518933673809,0.48985453798877304,2.0
149,1206316025,T'Boli,Datal Bob,0.9940997253976521,0.03,0.8480833200726009,0.5529809544092658,2.0
150,1206316026,T'Boli,Desawo,0.9940997253976521,0.03,0.7794886990380712,0.5085290310633452,2.0
151,1206316027,T'Boli,Dlanag,0.9940997253976521,0.03,0.6782421808065178,0.44254339496178896,2.0
152,1206316028,T'Boli,Lemsnolon,0.9940997253976521,0.03,1.0150815831706121,0.6616074502709381,3.0
153,1206316029,T'Boli,Malugong,0.9940997253976521,0.03,1.0743735014069395,0.7002123302556622,3.0
154,1206316030,T'Boli,Mongocayo,0.9940997253976521,0.03,0.8039472867633894,0.5243643452031195,2.0
155,1206316031,T'Boli,Salacafe,0.9940997253976521,0.03,0.8862032734054855,0.5780622518790433,2.0
156,1206316032,T'Boli,T'bolok,0.9940997253976521,0.03,0.9892601161489476,0.644948490434649,2.0
157,1206314001,Tampakan,Albagan,1.0254202590644548,0.01644718548084448,0.9599429482832113,0.8570825024761285,3.0
158,1206314002,Tampakan,Kipalbig,1.0254202590644548,0.01906117173045987,1.055186775097833,0.9482517824561983,3.0
159,1206314003,Tampakan,Lambayong,1.0254202590644548,0.02190346540648706,0.780061366754653,0.7045826212853132,2.0
160,1206314004,Tampakan,Liberty,1.0254202590644548,0.0196902562592965,1.0061374282114894,0.9042909732812271,3.0
161,1206314005,Tampakan,Maltana,1.0254202590644548,0.01922215156462468,1.1352631930695969,1.0196837922420647,3.0
162,1206314006,Tampakan,Poblacion,1.0254202590644548,0.0177381154925213,1.7794745291866205,1.594127284283492,5.0
